Chosen finite field size,71
Shareholder,Share
s_1_0,8
s_3_0,12
s_1_2,13
s_2_2,63
s_3_2,1
s_4_2,58
s_5_2,63
s_7_2,32
s_1_4,42
s_2_4,32
s_4_4,53
s_8_4,47
s_9_4,42
